a,m,error
2.2487996187983095,2.5416662182034613,1.1821486492603993e-05
2.2487259492509817,2.541723682328145,1.1735584284280784e-05
2.248652934147699,2.541780620766193,1.1651228352515956e-05
2.248580567685593,2.5418370382640094,1.1568391036151323e-05
2.2485088441122563,2.5418929395251864,1.1487045165940105e-05
2.248437757725322,2.541948329210888,1.1407164055863662e-05
2.248367302872045,2.542003211940234,1.1328721494597139e-05
2.2482974739488863,2.5420575922906785,1.1251691737127522e-05
2.248228265401104,2.542111474798384,1.1176049496516179e-05
2.248159671722341,2.5421648639585945,1.1101769935806264e-05
2.248091687454223,2.5422177642260047,1.1028828660069974e-05
2.248024307185953,2.542270180015123,1.0957201708599019e-05
2.247957525553915,2.5423221157006357,1.0886865547227558e-05
2.247891337241276,2.5423735756177646,1.0817797060790994e-05
2.2478257369775934,2.542424564062623,1.0749973545718962e-05
2.247760719538425,2.5424750852925673,1.0683372702753231e-05
2.2476962797449414,2.5425251435265475,1.0617972629799509e-05
2.2476324124635436,2.542574742945452,1.055375181489835e-05
2.2475691126054804,2.542623887692451,1.0490689129323643e-05
2.2475063751264703,2.542672581873336,1.0428763820800828e-05
2.247444195026327,2.5427208295568566,1.0367955506842125e-05
2.2473825673485863,2.5427686347750553,1.030824416820144e-05
2.247321487180139,2.542816001523596,1.0249610142443344e-05
2.2472609496508613,2.542862933762094,1.019203411762443e-05
2.247200949933254,2.542909435414439,1.013549712608525e-05
2.24714148324208,2.542955510369119,1.0079980538351543e-05
2.247082544834007,2.5430011624795372,1.0025466057143288e-05
2.2470241300072527,2.5430463955643297,9.971935711488456e-06
2.246966234101232,2.543091213407677,9.919371850940847e-06
2.246908852496209,2.5431356197596164,9.867757139896991e-06
2.246851980612948,2.543179618336349,9.817074552016281e-06
2.246795613912371,2.543223212820544,9.767307364737931e-06
2.246739747895216,2.5432664068616413,9.718439153893948e-06
2.2466843781016985,2.543309204076151,9.670453788415296e-06
2.2466295001111765,2.5433516080479497,9.623335425136277e-06
2.2465751095418156,2.543393622328576,9.577068503683759e-06
2.2465212020502596,2.543435250437519,9.531637741462523e-06
2.2464677733313025,2.5434764958625102,9.487028128723762e-06
2.2464148191175637,2.543517362059809,9.44322492372366e-06
2.2463623351791635,2.543557852454484,9.40021364796641e-06
2.2463103173234056,2.543597970440698,9.357980081528996e-06
2.246258761394457,2.543637719381983,9.316510258473185e-06
2.246207663273035,2.543677102611517,9.275790462333305e-06
2.2461570188760933,2.5437161234324,9.235807221684548e-06
2.2461068241565134,2.543754785117923,9.196547305793129e-06
2.246057075102796,2.5437930909118354,9.157997720338294e-06
2.2460077677387567,2.5438310440286145,9.120145703213396e-06
2.245958898123223,2.5438686476537273,9.082978720398056e-06
2.245910462349734,2.5439059049438923,9.046484461905052e-06
2.2458624565462446,2.5439428190273383,9.010650837799748e-06
2.2458148768748276,2.5439793930040624,8.975465974284027e-06
2.2457677195313828,2.5440156299460828,8.940918209860184e-06
2.2457209807453453,2.5440515328976923,8.906996091550227e-06
2.2456746567793986,2.5440871048757074,8.873688371190302e-06
2.2456287439291875,2.5441223488697173,8.840984001787152e-06
2.245583238523036,2.5441572678423277,8.808872133939382e-06
2.245538136921665,2.5441918647294046,8.777342112324471e-06
2.245493435517914,2.544226142440316,8.74638347224145e-06
2.2454491307364646,2.5442601038581705,8.715985936223673e-06
2.245405219033566,2.5442937518400526,8.686139410702559e-06
2.2453616968967625,2.54432708921726,8.656833982737495e-06
2.245318560844625,2.544360118795533,8.628059916797866e-06
2.245275807426482,2.5443928433552885,8.599807651606618e-06
2.2452334332221544,2.5444252656518445,8.572067797036435e-06
2.245191434841693,2.544457388415649,8.544831131063574e-06
2.2451498089251167,2.5444892143525033,8.518088596770227e-06
2.2451085521421534,2.5445207461437844,8.491831299409742e-06
2.245067661191984,2.5445519864466655,8.466050503511166e-06
2.2450271328029867,2.5445829378943334,8.44073763004714e-06
2.2449869637324853,2.5446136030962054,8.415884253642818e-06
2.244947150766498,2.5446439846381437,8.391482099839973e-06
2.24490769071949,2.5446740850826672,8.36752304240569e-06
2.2448685804341255,2.5447039069691626,8.34399910069223e-06
2.2448298167810243,2.544733452814093,8.32090243704045e-06
2.2447913966585196,2.5447627251112035,8.29822535423127e-06
2.244753316992417,2.544791726331728,8.275960292981553e-06
2.244715574735757,2.5448204589245904,8.254099829485056e-06
2.2446781668685785,2.544848925316607,8.232636672994909e-06
2.2446410903976832,2.5448771279126845,8.211563663452135e-06
2.244604342356405,2.5449050690960195,8.190873769153674e-06
2.244567919804378,2.5449327512282927,8.170560084463149e-06
2.244531819827309,2.5449601766498633,8.15061582756048e-06
2.2444960395367497,2.5449873476799616,8.131034338234176e-06
2.244460576069873,2.54501426661688,8.111809075709914e-06
2.2444254265892494,2.5450409357381596,8.092933616521286e-06
2.2443905882826263,2.545067357300781,8.074401652412086e-06
2.2443560583627082,2.5450935335413463,8.056206988283835e-06
2.2443218340669406,2.5451194666762653,8.038343540173647e-06
2.2442879126572928,2.545145158901936,8.020805333269028e-06
2.2442542914200456,2.545170612394925,8.003586499962931e-06
2.244220967665578,2.545195829312149,7.986681277934043e-06
2.244187938728159,2.545220811791048,7.970084008270152e-06
2.2441552019657363,2.5452455619497654,7.953789133620103e-06
2.2441227547597324,2.5452700818873177,7.93779119637941e-06
2.2440905945148386,2.5452943736837703,7.922084836909102e-06
2.244058718658811,2.5453184394004067,7.906664791784071e-06
2.2440271246422703,2.5453422810798987,7.891525892075522e-06
2.2439958099385016,2.5453659007464737,7.876663061661128e-06
2.2439647720432556,2.545389300406082,7.862071315566991e-06
2.2439340084745534,2.5454124820465602,7.847745758338715e-06
2.2439035167724906,2.5454354476377965,7.833681582441416e-06
2.243873294499045,2.5454581991318914,7.819874066686796e-06
2.243843339237884,2.5454807384633176,7.806318574690856e-06
2.2438136485941764,2.54550306754908,7.793010553357023e-06
2.243784220194403,2.5455251882888743,7.779945531388042e-06
2.2437550516861693,2.5455471025652403,7.767119117819763e-06
2.2437261407380222,2.545568812243719,7.75452700058903e-06
2.2436974850392652,2.545590319173005,7.742164945118753e-06
2.243669082299777,2.5456116251850998,7.73002879293412e-06
2.2436409302498297,2.5456327320954597,7.718114460299545e-06
2.2436130266399124,2.545653641703148,7.706417936882754e-06
2.2435853692405514,2.545674355790981,7.694935284442036e-06
2.243557955842136,2.545694876125676,7.683662635532525e-06
2.243530784254743,2.545715204457995,7.672596192244386e-06
2.2435038523079656,2.545735342522889,7.661732224954379e-06
2.2434771578507386,2.545755292039642,7.651067071105829e-06
2.2434506987511726,2.5457750547120113,7.640597134007418e-06
2.2434244728963826,2.5457946322283678,7.630318881652918e-06
2.2433984781923213,2.545814026261834,7.620228845565916e-06
2.243372712563615,2.545833238470424,7.610323619659111e-06
2.2433471739533983,2.5458522704971758,7.6005998591195275e-06
2.243321860323151,2.5458711239702914,7.591054279309824e-06
2.2432967696525363,2.545889800503266,7.581683654691634e-06
2.2432718999392427,2.5459083016950244,7.5724848177658595e-06
2.2432472491988236,2.54592662913005,7.563454658033961e-06
2.2432228154645406,2.545944784378516,7.5545901209772535e-06
2.2431985967872077,2.545962768996415,7.545888207051713e-06
2.243174591235036,2.545980584525686,7.5373459707065715e-06
2.2431507968934805,2.545998232494343,7.528960519414024e-06
2.2431272118650893,2.5460157144165976,7.520729012719533e-06
2.2431038342693514,2.5460330317929865,7.5126486613089e-06
2.2430806622425483,2.5460501861104934,7.504716726093721e-06
2.2430576939376055,2.546067178842672,7.496930517306695e-06
2.2430349275239454,2.546084011449767,7.489287393622231e-06
2.2430123611873425,2.5461006853788337,7.481784761283984e-06
2.242989993129778,2.5461172020638574,7.474420073255414e-06
2.2429678215692985,2.546133562925872,7.467190828379619e-06
2.242945844739872,2.5461497693730752,7.4600945705583475e-06
2.242924060891249,2.5461658228009467,7.453128887942783e-06
2.2429024682888214,2.546181724592361,7.446291412140369e-06
2.2428810652134863,2.5461974761177024,7.439579817436101e-06
2.242859849961508,2.5462130787349766,7.4329918200256e-06
2.2428388208443812,2.546228533789924,7.426525177264358e-06
2.242817976188699,2.5462438426161285,7.420177686928991e-06
2.2427973143360154,2.546259006535128,7.413947186493666e-06
2.242776833642717,2.546274026856525,7.4078315524138075e-06
2.2427565324798904,2.546288904878091,7.4018286994307925e-06
2.2427364092331903,2.546303641885875,7.395936579883006e-06
2.242716462302713,2.546318239154311,7.390153183030584e-06
2.242696690102868,2.546332697946319,7.38447653439447e-06
2.2426770910622507,2.546347019513412,7.3789046951040245e-06
2.2426576636235165,2.5463612050957987,7.3734357612592895e-06
2.242638406243257,2.546375255922483,7.3680678633005025e-06
2.2426193173918776,2.546389173211369,7.362799165394892e-06
2.2426003955534726,2.5464029581693577,7.357627864829886e-06
2.2425816392257056,2.5464166119924485,7.352552191416559e-06
2.242563046919689,2.5464301358658368,7.3475704069084905e-06
2.2425446171598646,2.546443530964012,7.342680804426459e-06
2.2425263484838855,2.546456798450853,7.337881707895455e-06
2.2425082394424987,2.5464699394797257,7.333171471490927e-06
2.2424902885994293,2.5464829551935764,7.328548479096859e-06
2.242472494531266,2.5464958467250267,7.324011143769171e-06
2.242454855827345,2.5465086151964664,7.319557907216338e-06
2.2424373710896393,2.5465212617201463,7.315187239279351e-06
2.2424200389326443,2.5465337873982685,7.310897637430311e-06
2.242402857983269,2.546546193323079,7.306687626272677e-06
2.2423858268807235,2.546558480576956,7.302555757056838e-06
2.242368944276411,2.5465706502325,7.2985006071985274e-06
2.24235220883382,2.546582703352621,7.294520779811513e-06
2.242335619228415,2.546594640990627,7.29061490324119e-06
2.242319174147532,2.546606464190311,7.286781630615969e-06
2.2423028722902734,2.5466181739860345,7.2830196393993525e-06
2.242286712367401,2.5466297714028165,7.279327630950571e-06
2.2422706931012346,2.5466412574564146,7.275704330099397e-06
2.2422548132255478,2.5466526331534096,7.2721484847201215e-06
2.2422390714854674,2.5466638994912896,7.268658865318991e-06
2.2422234666373724,2.5466750574585295,7.265234264627633e-06
2.242207997448792,2.546686108034675,7.261873497201995e-06
2.2421926626983093,2.546697052190422,7.258575399030969e-06
2.2421774611754604,2.5467078908876966,7.255338827148906e-06
2.2421623916806386,2.546718625079733,7.252162659260656e-06
2.242147453024997,2.546729255711156,7.2490457933649475e-06
2.2421326440303537,2.546739783718053,7.245987147394806e-06
2.2421179635290955,2.5467502100280575,7.242985658853197e-06
2.2421034103640842,2.546760535560419,7.240040284465374e-06
2.242088983388564,2.5467707612260835,7.237149999829746e-06
2.2420746814660695,2.546780887927766,7.234313799080942e-06
2.2420605034703316,2.5467909165600258,7.231530694554709e-06
2.2420464482851896,2.5468008480093403,7.228799716459571e-06
2.242032514804499,2.546810683154177,7.226119912556965e-06
2.242018701932044,2.546820422865067,7.223490347844799e-06
2.242005008581447,2.5468300680046756,7.220910104244312e-06
2.2419914336760827,2.546839619427874,7.218378280300843e-06
2.241977976148991,2.54684907798181,7.215893990879462e-06
2.2419646349427897,2.5468584445059763,7.213456366873672e-06
2.24195140900959,2.5468677198322816,7.211064554915642e-06
2.2419382973109117,2.546876904785117,7.208717717094212e-06
2.2419252988175993,2.5468860001814266,7.206415030674813e-06
2.2419124125097385,2.5468950068307716,7.204155687827004e-06
2.2418996373765743,2.546903925535399,7.2019388953555e-06
2.241886972416429,2.546912757090307,7.199763874437589e-06
2.241874416636622,2.546921502283311,7.1976298603630856e-06
2.2418619690533865,2.546930161895108,7.195536102280071e-06
2.2418496286917953,2.546938736699341,7.193481862945864e-06
2.241837394585677,2.546947227462662,7.1914664184819275e-06
2.2418252657775395,2.5469556349447964,7.189489058131466e-06
2.2418132413184937,2.5469639598986054,7.187549084025226e-06
2.2418013202681752,2.5469722030701467,7.185645810946923e-06
2.241789501694669,2.546980365198737,7.183778566107452e-06
2.241777784674434,2.5469884470170134,7.181946688918243e-06
2.2417661682922265,2.546996449250992,7.180149530773632e-06
2.241754651641029,2.5470043726201297,7.17838645483424e-06
2.2417432338219747,2.5470122178373815,7.176656835813645e-06
2.2417319139442755,2.547019985609261,7.174960059771182e-06
2.241720691125149,2.5470276766358975,7.173295523907211e-06
2.241709564489748,2.5470352916110937,7.171662636361973e-06
2.241698533171089,2.5470428312223827,7.170060816018157e-06
2.241687596309982,2.5470502961510864,7.168489492307595e-06
2.241676753054961,2.5470576870723685,7.166948105021065e-06
2.241666002562215,2.547065004655293,7.165436104119846e-06
2.241655343995518,2.5470722495628775,7.163952949554774e-06
2.2416447765261647,2.547079422452149,7.162498111083485e-06
2.2416342993328993,2.547086523974196,7.161071068095589e-06
2.2416239116018515,2.547093554774226,7.159671309437391e-06
2.2416136125264696,2.547100515491614,7.158298333241619e-06
2.241603401307455,2.5471074067599586,7.156951646760193e-06
2.2415932771526967,2.5471142292071325,7.155630766199175e-06
2.241583239277209,2.547120983455334,7.154335216557238e-06
2.241573286903066,2.5471276701211405,7.153064531467561e-06
2.2415634192593377,2.5471342898155562,7.1518182530406075e-06
2.24155363558203,2.547140843144065,7.150595931711978e-06
2.24154393511402,2.5471473307066788,7.1493971260931e-06
2.241534317104997,2.5471537530979873,7.148221402820217e-06
2.241524780811399,2.5471601109072073,7.1470683364142974e-06
2.241515325496354,2.547166404718231,7.145937509133416e-06
2.241505950429619,2.5471726351096744,7.144828510837502e-06
2.241496654887522,2.547178802654924,7.143740938848922e-06
2.2414874381529026,2.5471849079221855,7.142674397816117e-06
2.241478299515052,2.54719095147453,7.141628499585633e-06
2.2414692382696586,2.5471969338699387,7.140602863066827e-06
2.241460253718747,2.5472028556613524,7.1395971141089036e-06
2.2414513451706237,2.547208717396714,7.138610885372029e-06
2.241442511939821,2.5472145196190144,7.137643816206505e-06
2.2414337533470388,2.547220262866338,7.136695552530271e-06
2.241425068719092,2.5472259476719064,7.135765746711626e-06
2.2414164573888553,2.547231574564123,7.134854057450785e-06
2.2414079186952063,2.547237144066615,7.133960149668226e-06
2.241399451982975,2.547242656698278,7.13308369438853e-06
2.2413910566028887,2.547248112973319,7.1322243686337835e-06
2.2413827319115196,2.5472535134012966,7.1313818553117504e-06
2.241374477271232,2.547258858487165,7.1305558431123835e-06
2.241366292050131,2.5472641487313163,7.129746026400623e-06
2.2413581756220102,2.5472693846296184,7.128952105115978e-06
2.2413501273663026,2.5472745666734595,7.128173784670499e-06
2.241342146668027,2.5472796953497863,7.127410775849062e-06
2.241334232917741,2.5472847711411446,7.126662794714516e-06
2.241326385511488,2.5472897945257196,7.12592956251004e-06
2.241318603850752,2.5472947659773753,7.125210805565331e-06
2.2413108873424057,2.5472996859656925,7.1245062552065385e-06
2.241303235398663,2.5473045549560087,7.123815647663884e-06
2.2412956474370316,2.5473093734094556,7.123138723984025e-06
2.241288122880265,2.547314141782998,7.122475229942313e-06
2.2412806611563156,2.54731886052947,7.121824915956735e-06
2.241273261698288,2.5473235300976143,7.1211875370058e-06
2.241265923944393,2.547328150932117,7.120562852542875e-06
2.2412586473379013,2.5473327234736454,7.119950626418518e-06
2.2412514313270986,2.547337248158885,7.11935062679795e-06
2.2412442753652404,2.5473417254205746,7.118762626085173e-06
2.241237178910507,2.5473461556875416,7.118186400844387e-06
2.2412301414259606,2.5473505393847375,7.1176217317255655e-06
2.241223162379499,2.547354876933274,7.1170684033910165e-06
2.241216241243815,2.5473591687504564,7.116526204440684e-06
2.2412093774963515,2.547363415249819,7.115994927343159e-06
