b,error,step
2.562686611167433,4.489962857053623e-06,-5.5834063092952135e-06
2.5626810399464515,4.48965281679881e-06,-5.571220981437364e-06
2.5626754808843653,4.489344128374133e-06,-5.559062086213373e-06
2.5626699339547243,4.489036785896194e-06,-5.5469296409427216e-06
2.5626643991310907,4.488730783504604e-06,-5.534823633635e-06
2.562658876387248,4.4884261153733535e-06,-5.5227438426896924e-06
2.5626533656968307,4.4881227756905025e-06,-5.510690417320774e-06
2.562647867033652,4.487820758676036e-06,-5.498663178560292e-06
2.5626423803716367,4.487520058577954e-06,-5.486662015385946e-06
2.5626369056846623,4.487220669663634e-06,-5.474686974427101e-06
2.562631442946742,4.486922586229455e-06,-5.462737920236549e-06
2.562625992131789,4.486625802588479e-06,-5.450814953178451e-06
2.5626205532140798,4.486330313094477e-06,-5.4389177090996554e-06
2.562615126167542,4.486036112104392e-06,-5.427046537942459e-06
2.5626097109665014,4.485743194017892e-06,-5.415201040470663e-06
2.562604307585126,4.4854515532474314e-06,-5.4033813752241144e-06
2.562598915997715,4.485161184233836e-06,-5.391587411196497e-06
2.5625935361786865,4.484872081445381e-06,-5.379819028483723e-06
2.5625881681023723,4.484584239366928e-06,-5.368076314127279e-06
2.5625828117433174,4.484297652515539e-06,-5.356359054964344e-06
2.562577467076044,4.484012315427996e-06,-5.344667273199377e-06
2.5625721340751517,4.483728222665974e-06,-5.333000892449036e-06
2.562566812715161,4.483445368807587e-06,-5.32135999087302e-06
2.562561502970881,4.483163748467032e-06,-5.309744279813344e-06
2.562556204817045,4.482883356274766e-06,-5.298153836097441e-06
2.5625509182283546,4.482604186880159e-06,-5.286588690367466e-06
2.5625456431797318,4.482326234964465e-06,-5.275048622799261e-06
2.5625403796460104,4.482049495224565e-06,-5.263533721322489e-06
2.562535127602181,4.4817739623857e-06,-5.252043829617747e-06
2.5625298870232536,4.4814996311943985e-06,-5.240578927256934e-06
2.5625246578843917,4.481226496424877e-06,-5.229138861917448e-06
2.562519440160643,4.480954552865405e-06,-5.217723748618397e-06
2.56251423382725,4.480683795334015e-06,-5.2063333928487054e-06
2.562509038859264,4.480414218658887e-06,-5.194967986010823e-06
2.562503855232166,4.4801458177097486e-06,-5.1836270982263954e-06
2.5624986829211864,4.4798785873630455e-06,-5.172310979517647e-06
2.5624935219017324,4.4796125225239455e-06,-5.161019454025251e-06
2.5624883721492706,4.479347618119958e-06,-5.1497524617971635e-06
2.562483233639313,4.479083869100082e-06,-5.138509957536286e-06
2.562478106347293,4.478821270428661e-06,-5.127292020290497e-06
2.5624729902488594,4.478559817100354e-06,-5.116098433344263e-06
2.5624678853198026,4.478299504135801e-06,-5.104929056809482e-06
2.5624627915356952,4.47804032656364e-06,-5.093784107401689e-06
2.5624577088723495,4.477782279443572e-06,-5.082663345756799e-06
2.5624526373055274,4.47752535785155e-06,-5.071566822056894e-06
2.5624475768111905,4.477269556892318e-06,-5.0604943369059185e-06
2.5624425273650897,4.477014871678733e-06,-5.049446100802157e-06
2.5624374889433117,4.476761297359134e-06,-5.038421778014168e-06
2.562432461521893,4.4765088290975595e-06,-5.027421418724032e-06
2.562427445076842,4.476257462075303e-06,-5.016445050909368e-06
2.5624224395842203,4.476007191494737e-06,-5.005492621723562e-06
2.5624174450203063,4.475758012586976e-06,-4.994563914006989e-06
2.562412461361346,4.475509920599934e-06,-4.983658960178161e-06
2.562407488583505,4.475262910795523e-06,-4.9727778410613155e-06
2.562402526663194,4.475016978465692e-06,-4.961920311075119e-06
2.5623975755767425,4.474772118916738e-06,-4.951086451487896e-06
2.5623926353007236,4.474528327484225e-06,-4.940276018938761e-06
2.56238770581142,4.474285599507733e-06,-4.9294893034179665e-06
2.562382787085452,4.474043930360809e-06,-4.918725968305893e-06
2.562377879099475,4.473803315436403e-06,-4.907985976743134e-06
2.5623729818299905,4.47356375013762e-06,-4.897269484605005e-06
2.562368095253813,4.473325229900141e-06,-4.886576177476343e-06
2.5623632193475157,4.47308775016539e-06,-4.875906297385768e-06
2.56235835408797,4.472851306406689e-06,-4.865259545461242e-06
2.5623534994521506,4.472615894119251e-06,-4.8546358195622474e-06
2.562348655416641,4.472381508797035e-06,-4.8440355095991094e-06
2.5623438219585504,4.47214814597624e-06,-4.833458090658382e-06
2.562338999054932,4.471915801207242e-06,-4.8229036182512175e-06
2.5623341866827536,4.47168447005343e-06,-4.8123721785309215e-06
2.5623293848190096,4.471454148096373e-06,-4.801863743963963e-06
2.5623245934409,4.471224830944241e-06,-4.791378109825217e-06
2.562319812525614,4.470996514221374e-06,-4.780915285884646e-06
2.5623150420504044,4.470769193571941e-06,-4.770475209525671e-06
2.562310281992604,4.47054286466016e-06,-4.760057800368145e-06
2.5623055323294306,4.4703175231617125e-06,-4.749663173431173e-06
2.5623007930382586,4.4700931647759355e-06,-4.739291171951265e-06
2.562296064096557,4.469869785223153e-06,-4.728941701781508e-06
2.56229134548194,4.469647380246403e-06,-4.718614616816552e-06
2.562286637171686,4.469425945589747e-06,-4.708310254120107e-06
2.5622819391434706,4.469205477031717e-06,-4.698028215344152e-06
2.562277251374979,4.468985970367381e-06,-4.687768491606903e-06
2.562272573843863,4.468767421406381e-06,-4.677531115770961e-06
2.562267906527791,4.468549825974917e-06,-4.667316072293204e-06
2.562263249404623,4.4683331799241725e-06,-4.6571231679948255e-06
2.5622586024519647,4.468117479109382e-06,-4.6469526582271214e-06
2.562253965647949,4.467902719425579e-06,-4.6368040158562e-06
2.5622493389703083,4.467688896765307e-06,-4.626677640562349e-06
2.562244722396974,4.467476007045932e-06,-4.616573334281782e-06
2.5622401159061394,4.467264046212112e-06,-4.606490834557775e-06
2.562235519475685,4.467053010209792e-06,-4.5964304544732215e-06
2.5622309330837734,4.466842895013298e-06,-4.586391911587384e-06
2.5622263567085364,4.466633696610812e-06,-4.576375236986507e-06
2.5622217903281994,4.466425411010097e-06,-4.566380336967768e-06
2.5622172339210647,4.466218034237435e-06,-4.556407134703733e-06
2.562212687465146,4.466011562321584e-06,-4.546455918852388e-06
2.5622081509391776,4.465805991338638e-06,-4.536525968212857e-06
2.5622036243213384,4.465601317354582e-06,-4.526617839228919e-06
2.5621991075900823,4.465397536462986e-06,-4.516731256121176e-06
2.5621946007238825,4.465194644773064e-06,-4.506866199793791e-06
2.5621901037013095,4.464992638413059e-06,-4.497022572991227e-06
2.562185616500845,4.464791513522285e-06,-4.487200464531327e-06
2.5621811391011664,4.464591266263264e-06,-4.477399678570748e-06
2.5621766714807994,4.464391892806517e-06,-4.467620366988001e-06
2.562172213618676,4.464193389355223e-06,-4.457862123441458e-06
2.5621677654934167,4.463995752113071e-06,-4.448125259237656e-06
2.562163327083828,4.463798977306463e-06,-4.438409588747305e-06
2.5621588983687498,4.463603061177854e-06,-4.428715078219625e-06
2.5621544793271984,4.463407999991585e-06,-4.419041551351199e-06
2.5621500699379722,4.463213790016666e-06,-4.4093892261898304e-06
2.5621456701801923,4.463020427550483e-06,-4.399757779882663e-06
2.5621412800327366,4.462827908893961e-06,-4.390147455790583e-06
2.5621368994747593,4.46263623037417e-06,-4.3805579772460135e-06
2.562132528485361,4.462445388329715e-06,-4.370989398427838e-06
2.562128167043623,4.462255379112522e-06,-4.3614417379878034e-06
2.562123815128876,4.462066199099063e-06,-4.351914746791863e-06
2.5621194727203447,4.461877844675134e-06,-4.342408531421427e-06
2.56211513979737,4.461690312245158e-06,-4.3329229746369435e-06
2.5621108163392186,4.461503598224272e-06,-4.32345815148949e-06
2.562106502325372,4.461317699050398e-06,-4.314013846595799e-06
2.5621021977351903,4.461132611169753e-06,-4.304590181636314e-06
2.5620979025482153,4.460948331050019e-06,-4.295186974978549e-06
2.5620936167438253,4.460764855165287e-06,-4.285804390047332e-06
2.562089340301761,4.4605821800186104e-06,-4.2764420644658685e-06
2.5620850732016422,4.460400302120932e-06,-4.267100118582334e-06
2.5620808154229042,4.4602192179890675e-06,-4.257778738026019e-06
2.562076566945475,4.460038924173726e-06,-4.2484774294138106e-06
2.5620723277490134,4.459859417227408e-06,-4.239196461419681e-06
2.562068097813342,4.459680693722705e-06,-4.229935671506979e-06
2.562063877118233,4.4595027502431e-06,-4.220695108969608e-06
2.5620596656435977,4.459325583391016e-06,-4.211474635251733e-06
2.5620554633692856,4.459149189779161e-06,-4.202274312081755e-06
2.5620512702752873,4.458973566039154e-06,-4.193093998239306e-06
2.5620470863416447,4.458798708817464e-06,-4.183933642654125e-06
2.5620429115484717,4.458624614776328e-06,-4.1747931729396726e-06
2.562038745875755,4.458451280585526e-06,-4.165672716549551e-06
2.562034589303647,4.458278702934385e-06,-4.156572108282575e-06
2.56203044181236,4.458106878527225e-06,-4.147491286854432e-06
2.5620263033821145,4.457935804081358e-06,-4.138430245603786e-06
2.5620221739931934,4.457765476329156e-06,-4.129388921025878e-06
2.5620180536258026,4.457595892012246e-06,-4.120367390836321e-06
2.5620139422604287,4.4574270478961815e-06,-4.111365373926645e-06
2.562009839877274,4.457258940747365e-06,-4.102383154513944e-06
2.56200574645701,4.4570915673633505e-06,-4.093420264084102e-06
2.5620016619799424,4.456924924539376e-06,-4.084477067678449e-06
2.5619975864266005,4.456759009091741e-06,-4.075553341920113e-06
2.561993519777559,4.4565938178508215e-06,-4.066649041511994e-06
2.5619894620134906,4.456429347662911e-06,-4.057764068310377e-06
2.561985413114994,4.456265595383546e-06,-4.048898496478159e-06
2.5619813730627987,4.456102557885257e-06,-4.040052195453114e-06
2.5619773418375305,4.455940232048575e-06,-4.031225268263938e-06
2.5619733194200394,4.45577861477471e-06,-4.022417491089669e-06
2.5619693057911377,4.455617702975466e-06,-4.01362890167789e-06
2.5619653009316843,4.455457493575832e-06,-4.004859453399234e-06
2.561961304822469,4.455297983510214e-06,-3.996109215087529e-06
2.561957317444574,4.455139169736091e-06,-3.987377895420252e-06
2.5619533387790034,4.454981049219322e-06,-3.978665570336659e-06
2.561949368806545,4.454823618929176e-06,-3.969972458328641e-06
2.56194540750848,4.454666875865517e-06,-3.9612980651249075e-06
2.561941454865822,4.454510817029384e-06,-3.9526426580671625e-06
2.5619375108596456,4.454355439435619e-06,-3.9440061763151846e-06
2.561933575471251,4.454200740119181e-06,-3.935388394715744e-06
2.5619296486818337,4.454046716122362e-06,-3.9267894171857165e-06
2.561925730472702,4.453893364503064e-06,-3.918209131814621e-06
2.5619218208251278,4.4537406823287794e-06,-3.909647574129593e-06
2.561917919720357,4.453588666677698e-06,-3.901104770775987e-06
2.561914027139947,4.453437314650639e-06,-3.892580410003177e-06
2.5619101430651927,4.453286623349738e-06,-3.8840747542678855e-06
2.561906267477572,4.453136589895062e-06,-3.8755876206053586e-06
2.5619024003586093,4.452987211419605e-06,-3.867118962830318e-06
2.5618985416899283,4.452838485070826e-06,-3.858668681022692e-06
2.5618946914529688,4.452690408000325e-06,-3.850236959479503e-06
2.5618908496294557,4.452542977381231e-06,-3.841823513095477e-06
2.5618870162011222,4.452396190397912e-06,-3.83342833343292e-06
2.561883191149594,4.452250044241282e-06,-3.82505152840551e-06
2.5618793744565664,4.452104536115678e-06,-3.816693027403062e-06
2.561875566103803,4.45195966323874e-06,-3.808352763368106e-06
2.5618717660732893,4.451815422846974e-06,-3.8000305138119472e-06
2.5618679743467903,4.4516718121791796e-06,-3.7917264990028343e-06
2.5618641909061446,4.45152882848742e-06,-3.7834406456660474e-06
2.5618604157333147,4.451386469039224e-06,-3.775172829900697e-06
2.5618566488104015,4.451244731117e-06,-3.7669229131509496e-06
2.5618528901193707,4.45110361200927e-06,-3.7586910308640142e-06
2.5618491396423293,4.450963109019587e-06,-3.750477041375433e-06
2.561845397361248,4.450823219456946e-06,-3.7422810814646823e-06
2.5618416632583196,4.450683940648951e-06,-3.734102928198979e-06
2.5618379373157323,4.4505452699330515e-06,-3.725942587351483e-06
2.561834219515737,4.450407204659257e-06,-3.7177999954174368e-06
2.5618305098405205,4.450269742185248e-06,-3.709675216345687e-06
2.561826808272451,4.4501328798856444e-06,-3.701568069391925e-06
2.561823114793811,4.4499966151417195e-06,-3.6934786402653685e-06
2.561819429386972,4.4498609453481065e-06,-3.685406838815908e-06
2.561815752034283,4.449725867908574e-06,-3.67735268902436e-06
2.561812082718311,4.449591380244667e-06,-3.6693159719547452e-06
2.561808421421486,4.449457479782864e-06,-3.661296825274718e-06
2.5618047681263274,4.449324163962655e-06,-3.6532951583900797e-06
2.561801122815406,4.449191430235115e-06,-3.6453109215628388e-06
2.5617974854712466,4.449059276059553e-06,-3.6373441592019162e-06
2.561793856076628,4.448927698914004e-06,-3.6293946186205517e-06
2.561790234614062,4.448796696276459e-06,-3.621462565828182e-06
2.5617866210662825,4.448666265642736e-06,-3.61354777966838e-06
2.5617830154161894,4.448536404523866e-06,-3.6056500931636037e-06
2.5617794176463944,4.448407110430312e-06,-3.597769794971839e-06
2.561775827739884,4.4482783808952064e-06,-3.589906510281793e-06
2.561772245679379,4.448150213451852e-06,-3.582060505102902e-06
2.5617686714477954,4.448022605649731e-06,-3.574231583591825e-06
2.561765105027959,4.447895555044574e-06,-3.56641983634276e-06
2.5617615464031194,4.447769059216304e-06,-3.558624839694602e-06
2.5617579955560386,4.4476431157371e-06,-3.550847080813213e-06
2.561754452469859,4.447517722201525e-06,-3.5430861795582302e-06
2.5617509171276613,4.447392876211448e-06,-3.5353421976580535e-06
2.5617473895126284,4.447268575381151e-06,-3.5276150329721645e-06
2.561743869607811,4.447144817329667e-06,-3.5199048173950587e-06
2.5617403573964634,4.447021599692016e-06,-3.512211347533878e-06
2.5617368528617535,4.446898920109314e-06,-3.504534709986018e-06
2.5617333559869437,4.446776776235093e-06,-3.496874809716388e-06
2.561729866755323,4.446655165732673e-06,-3.489231620523725e-06
2.561726385150363,4.446534086280526e-06,-3.4816049603314525e-06
2.5617229111553863,4.446413535560776e-06,-3.4739949765771883e-06
2.561719444753667,4.446293511263044e-06,-3.466401719443013e-06
2.56171598592888,4.446174011099225e-06,-3.458824787028192e-06
2.561712534664259,4.4460550327749615e-06,-3.4512646207573994e-06
2.5617090909434115,4.445936574017436e-06,-3.4437208475956993e-06
2.5617056547499466,4.4458186325625575e-06,-3.4361934648785564e-06
2.5617022260674385,4.445701206153602e-06,-3.4286825081331074e-06
2.561698804879456,4.445584292542442e-06,-3.421187982688423e-06
2.5616953911696663,4.445467889492725e-06,-3.413709789512609e-06
2.5616919849218314,4.445351994779903e-06,-3.4062478349028424e-06
2.5616885861195438,4.445236606182153e-06,-3.398802287613023e-06
2.5616851947466808,4.445121721495839e-06,-3.3913728629819673e-06
2.5616818107870345,4.445007338522723e-06,-3.3839596462748034e-06
2.561678434224439,4.4448934550744585e-06,-3.3765625953030565e-06
2.561675065042795,4.444780068973312e-06,-3.3691816443415235e-06
2.5616717032259353,4.444667178047433e-06,-3.3618168595594966e-06
2.5616683487577947,4.444554780136874e-06,-3.3544681405928145e-06
2.5616650016224054,4.444442873092981e-06,-3.3471353892977618e-06
2.5616616618037815,4.444331454774848e-06,-3.339818623881996e-06
2.5616583292859176,4.44422052304906e-06,-3.3325178638854425e-06
2.5616550040529327,4.444110075794376e-06,-3.3252329849631224e-06
2.5616516860889305,4.444000110897215e-06,-3.317964002214069e-06
2.561648375378023,4.443890626252319e-06,-3.310710907644676e-06
2.5616450719044774,4.443781619767598e-06,-3.3034735453796316e-06
2.5616417756523835,4.443673089353127e-06,-3.2962520939427975e-06
2.561638486606074,4.443565032934819e-06,-3.2890463095291977e-06
2.5616352047498006,4.443457448444033e-06,-3.2818562734071577e-06
2.5616319300679518,4.4433503338242645e-06,-3.2746818487972007e-06
2.5616286625448494,4.443243687024829e-06,-3.2675231023127083e-06
2.5616254021648373,4.443137506003613e-06,-3.260380012193309e-06
2.561622148912464,4.443031788732728e-06,-3.2532523732697882e-06
2.561618902771975,4.442926533182567e-06,-3.246140488855076e-06
2.5616156637280474,4.4428217373447064e-06,-3.2390439277385497e-06
2.561612431765064,4.442717399209546e-06,-3.231962983463177e-06
2.5616092068676353,4.442613516781902e-06,-3.2248974286552823e-06
2.5616059890204244,4.442510088076152e-06,-3.217847210912339e-06
2.561602778208012,4.442407111111579e-06,-3.210812412390851e-06
2.5615995744150544,4.442304583917454e-06,-3.2037929575956525e-06
2.561596377626158,4.442202504528972e-06,-3.196788896264735e-06
2.561593187826118,4.44210087099479e-06,-3.1898000401042736e-06
2.5615900049997156,4.441999681370585e-06,-3.1828264024369446e-06
2.561586829131688,4.4418989337181925e-06,-3.175868027671669e-06
2.5615836602069475,4.441798626112063e-06,-3.1689247403932086e-06
2.561580498210211,4.441698756628138e-06,-3.1619967364449053e-06
2.5615773431264373,4.441599323357227e-06,-3.1550837737981396e-06
2.56157419494054,4.441500324395976e-06,-3.148185897305922e-06
2.5615710536374867,4.4414017578499474e-06,-3.1413030532334574e-06
2.5615679192022407,4.441303621831874e-06,-3.1344352460216385e-06
2.5615647916197775,4.4412059144620836e-06,-3.1275824632359672e-06
2.5615616708752555,4.44110863387367e-06,-3.120744521911689e-06
2.561558556953717,4.441011778203362e-06,-3.1139215384001773e-06
2.5615554498403252,4.440915345598607e-06,-3.1071133919091665e-06
2.5615523495200776,4.440819334209001e-06,-3.100320247639843e-06
2.561549255978279,4.4407237422004694e-06,-3.0935417987265623e-06
2.5615461692001245,4.4406285677426805e-06,-3.0867781544152706e-06
2.5615430891708337,4.440533809013058e-06,-3.0800292907251503e-06
2.5615400158756803,4.440439464197624e-06,-3.073295153477318e-06
2.561536949300072,4.440345531493245e-06,-3.0665756081127427e-06
2.5615338894291697,4.4402520090964884e-06,-3.059870902433204e-06
2.561530836248567,4.440158895223669e-06,-3.0531806025635433e-06
2.561527789743527,4.4400661880879625e-06,-3.046505040238401e-06
2.561524749899457,4.439973885913798e-06,-3.0398440697965157e-06
2.561521716701831,4.439881986934352e-06,-3.033197625956774e-06
2.561518690136232,4.439790489392971e-06,-3.0265655990291407e-06
2.5615156701882174,4.439699391538569e-06,-3.0199480147707902e-06
2.561512656843272,4.4396086916248826e-06,-3.0133449455682637e-06
2.561509650086994,4.439518387915707e-06,-3.0067562777347234e-06
2.561506649905003,4.439428478681987e-06,-3.0001819908420657e-06
2.561503656282922,4.43933896220136e-06,-2.993622081337577e-06
2.5615006692065645,4.4392498367638684e-06,-2.9870763573747183e-06
2.5614976886616163,4.439161100662069e-06,-2.98054494818345e-06
2.5614947146337124,4.439072752193693e-06,-2.974027903945853e-06
2.5614917471086667,4.438984789668273e-06,-2.967525045693975e-06
2.56148878607244,4.438897211405939e-06,-2.9610362268783774e-06
2.5614858315107467,4.438810015726199e-06,-2.954561693080393e-06
2.5614828834094525,4.4387232009593316e-06,-2.948101294197869e-06
2.5614799417544925,4.43863676544397e-06,-2.94165496006471e-06
2.561477006531787,4.4385507075247625e-06,-2.9352227053358604e-06
2.5614740777273046,4.438465025553997e-06,-2.9288044824937742e-06
2.5614711553270557,4.438379717891569e-06,-2.9224002489058876e-06
2.5614682393170405,4.438294782903272e-06,-2.9160100152303414e-06
2.561465329683414,4.4382102189655995e-06,-2.9096336264800016e-06
2.561462426412212,4.4381260244577284e-06,-2.9032712021148654e-06
2.561459529489397,4.438042197763225e-06,-2.8969228149655635e-06
2.5614566389012774,4.437958737281477e-06,-2.8905881195306904e-06
2.5614537546339946,4.437875641413237e-06,-2.884267282787789e-06
2.561450876673805,4.4377929085687794e-06,-2.8779601897177542e-06
2.5614480050068655,4.437710537161471e-06,-2.8716669393524796e-06
2.5614451396194644,4.437628525614647e-06,-2.8653874011297376e-06
2.5614422804979124,4.437546872358042e-06,-2.859121551956889e-06
2.561439427628514,4.437465575827525e-06,-2.8528693984952724e-06
2.5614365809976425,4.437384634466636e-06,-2.846630871466971e-06
2.5614337405916423,4.437304046724229e-06,-2.840406000181872e-06
2.5614309063969927,4.437223811058694e-06,-2.8341946496368564e-06
2.5614280784001067,4.437143925932621e-06,-2.827996886001216e-06
2.5614252565874955,4.437064389817129e-06,-2.821812611131236e-06
2.5614224409455786,4.436985201186652e-06,-2.815641916953382e-06
2.561419631461023,4.436906358528336e-06,-2.8094845556658754e-06
2.561416828120287,4.436827860329292e-06,-2.803340735990645e-06
2.5614140309099533,4.436749705085907e-06,-2.7972103335827114e-06
2.5614112398167115,4.436671891303211e-06,-2.791093241860665e-06
2.5614084548271383,4.436594417488904e-06,-2.7849895731790753e-06
2.561405675927987,4.4365172821611535e-06,-2.7788991512345262e-06
2.561402903106002,4.4364404838437e-06,-2.772821984908802e-06
2.561400136347859,4.436364021063857e-06,-2.76675814303573e-06
2.561397375640319,4.4362878923570175e-06,-2.760707539906093e-06
2.561394620970139,4.4362120962639565e-06,-2.7546701804048723e-06
2.5613918723241826,4.436136631334211e-06,-2.7486459561743004e-06
2.561389129689338,4.436061496123052e-06,-2.7426348445658277e-06
2.5613863930523695,4.4359866891883995e-06,-2.7366369685921654e-06
2.561383662400301,4.435912209100443e-06,-2.7306520684611257e-06
2.5613809377200174,4.435838054431096e-06,-2.7246802836167205e-06
2.5613782189984464,4.435764223759004e-06,-2.7187215709822965e-06
2.561375506222728,4.435690715673808e-06,-2.7127757182832113e-06
2.5613727993796944,4.4356175287623e-06,-2.7068430337173766e-06
2.561370098456476,4.43554466162485e-06,-2.700923218412754e-06
2.5613674034401916,4.435472112866618e-06,-2.6950162843597525e-06
2.5613647143179334,4.435399881097557e-06,-2.6891222582037244e-06
2.561362031076858,4.435327964934462e-06,-2.6832410755517344e-06
2.5613593537040344,4.4352563629973445e-06,-2.6773728234452676e-06
2.561356682186703,4.4351850739158415e-06,-2.6715173313540674e-06
2.561354016512167,4.4351140963265e-06,-2.665674536217466e-06
2.561351356667557,4.435043428866653e-06,-2.6598446098979878e-06
2.5613487026402373,4.434973070184764e-06,-2.6540273196928865e-06
2.5613460544174065,4.434903018930329e-06,-2.6482228308033484e-06
2.561343411986432,4.434833273762469e-06,-2.6424309744754737e-06
2.5613407753347257,4.43476383334623e-06,-2.6366517063003414e-06
2.5613381444495995,4.434694696349606e-06,-2.6308851261980237e-06
2.561335519318589,4.434625861451167e-06,-2.625131010347559e-06
2.5613328999290004,4.434557327328732e-06,-2.6193895887871577e-06
2.5613302862683,4.434489092669404e-06,-2.613660700312437e-06
2.561327678324066,4.434421156167886e-06,-2.607944233901094e-06
2.561325076083752,4.434353516521051e-06,-2.602240314342197e-06
2.5613224795350256,4.434286172435983e-06,-2.596548726252479e-06
2.561319888665374,4.434219122620078e-06,-2.590869651708516e-06
2.561317303462317,4.43415236578676e-06,-2.5852030569595286e-06
2.561314723913523,4.434085900657901e-06,-2.57954879367972e-06
2.561312150006728,4.434019725962087e-06,-2.5739067952557093e-06
2.5613095817296787,4.433953840433098e-06,-2.5682770492529983e-06
2.561307019069941,4.433888242804792e-06,-2.562659737748163e-06
2.5613044620152388,4.433822931820047e-06,-2.5570547022013557e-06
2.5613019105533996,4.4337579062290955e-06,-2.5514618391397903e-06
2.56129936467222,4.4336931647861175e-06,-2.5458811796497116e-06
2.5612968243594723,4.433628706249619e-06,-2.540312747711937e-06
2.5612942896030106,4.433564529384686e-06,-2.5347564616140517e-06
2.5612917603907355,4.433500632962507e-06,-2.529212275170778e-06
2.561289236710624,4.4334370157605635e-06,-2.5236801115546825e-06
2.5612867185504373,4.43337367655596e-06,-2.5181601865931214e-06
2.561284205898168,4.433310614136026e-06,-2.5126522693597053e-06
2.561281698741776,4.433247827292124e-06,-2.5071563918288575e-06
2.5612791970693323,4.433185314822686e-06,-2.501672443866454e-06
2.5612767008688406,4.43312307552938e-06,-2.496200491641787e-06
2.561274210128227,4.433061108216409e-06,-2.4907406137586463e-06
2.561271724835852,4.4329994117031104e-06,-2.4852923750096068e-06
2.5612692449795564,4.432937984800828e-06,-2.479856295423133e-06
2.5612667705475465,4.432876826334277e-06,-2.4744320099578943e-06
2.5612643015280194,4.432815935132394e-06,-2.4690195270515858e-06
2.5612618379091923,4.432755310029124e-06,-2.4636188271642823e-06
2.5612593796791745,4.432694949860338e-06,-2.4582300177655725e-06
2.5612569268263554,4.4326348534730084e-06,-2.4528528190792542e-06
2.561254479338826,4.432575019711311e-06,-2.4474875295332765e-06
2.56125203720483,4.432515447427686e-06,-2.442133995916862e-06
2.5612496004128493,4.4324561354845335e-06,-2.4367919806422833e-06
2.5612471689511764,4.432397082744119e-06,-2.431461672891544e-06
2.561244742808083,4.43233828807256e-06,-2.4261430935368367e-06
2.561242321971968,4.4322797503433934e-06,-2.420836114680469e-06
2.561239906431289,4.432221468435815e-06,-2.415540679034933e-06
