b,error
3.7,7.900831801339563e-05
3.701,7.818846741728651e-05
3.702,7.737696254471925e-05
3.703,7.657379401844118e-05
3.7039999999999997,7.577895247193224e-05
3.7049999999999996,7.499242854938848e-05
3.7059999999999995,7.421421290571113e-05
3.7069999999999994,7.344429620649077e-05
3.7079999999999993,7.268266912799376e-05
3.708999999999999,7.192932235714972e-05
3.709999999999999,7.118424659153552e-05
3.710999999999999,7.04474325393638e-05
3.711999999999999,6.971887091946778e-05
3.7129999999999987,6.899855246128793e-05
3.7139999999999986,6.828646790485832e-05
3.7149999999999985,6.758260800079305e-05
3.7159999999999984,6.688696351027257e-05
3.7169999999999983,6.619952520502936e-05
3.717999999999998,6.552028386733582e-05
3.718999999999998,6.484923028998862e-05
3.719999999999998,6.418635527629707e-05
3.720999999999998,6.353164964006827e-05
3.7219999999999978,6.28851042055944e-05
3.7229999999999976,6.224670980763847e-05
3.7239999999999975,6.161645729142116e-05
3.7249999999999974,6.099433751260784e-05
3.7259999999999973,6.038034133729403e-05
3.726999999999997,5.9774459641992505e-05
3.727999999999997,5.917668331362048e-05
3.728999999999997,5.8587003249485465e-05
3.729999999999997,5.800541035727168e-05
3.7309999999999968,5.74318955550273e-05
3.7319999999999967,5.686644977115138e-05
3.7329999999999965,5.630906394437878e-05
3.7339999999999964,5.575972902376986e-05
3.7349999999999963,5.52184359686941e-05
3.735999999999996,5.468517574881838e-05
3.736999999999996,5.415993934409447e-05
3.737999999999996,5.364271774474365e-05
3.738999999999996,5.313350195124581e-05
3.7399999999999958,5.2632282974324264e-05
3.7409999999999957,5.21390518349343e-05
3.7419999999999956,5.165379956424892e-05
3.7429999999999954,5.117651720364619e-05
3.7439999999999953,5.070719580469565e-05
3.744999999999995,5.0245826429146265e-05
3.745999999999995,4.97924001489118e-05
3.746999999999995,4.9346908046059194e-05
3.747999999999995,4.8909341212794756e-05
3.748999999999995,4.847969075145161e-05
3.7499999999999947,4.80579477744761e-05
3.7509999999999946,4.764410340441564e-05
3.7519999999999945,4.7238148773904557e-05
3.7529999999999943,4.684007502565267e-05
3.7539999999999942,4.6449873312431386e-05
3.754999999999994,4.606753479706076e-05
3.755999999999994,4.569305065239712e-05
3.756999999999994,4.532641206131947e-05
3.757999999999994,4.496761021671809e-05
3.7589999999999937,4.461663632148015e-05
3.7599999999999936,4.427348158847704e-05
3.7609999999999935,4.393813724055328e-05
3.7619999999999933,4.361059451051181e-05
3.7629999999999932,4.329084464110157e-05
3.763999999999993,4.297887888500581e-05
3.764999999999993,4.267468850482906e-05
3.765999999999993,4.2378264773083144e-05
3.766999999999993,4.208959897217623e-05
3.7679999999999927,4.1808682394399434e-05
3.7689999999999926,4.153550634191365e-05
3.7699999999999925,4.127006212673793e-05
3.7709999999999924,4.101234107073661e-05
3.7719999999999922,4.076233450560591e-05
3.772999999999992,4.052003377286244e-05
3.773999999999992,4.028543022383016e-05
3.774999999999992,4.0058515219628186e-05
3.775999999999992,3.9839280131157606e-05
3.7769999999999917,3.962771633908956e-05
3.7779999999999916,3.942381523385295e-05
3.7789999999999915,3.9227568215620764e-05
3.7799999999999914,3.9038966694299826e-05
3.7809999999999913,3.885800208951623e-05
3.781999999999991,3.868466583060376e-05
3.782999999999991,3.8518949356591976e-05
3.783999999999991,3.836084411619344e-05
3.784999999999991,3.8210341567791116e-05
3.7859999999999907,3.806743317942664e-05
3.7869999999999906,3.793211042878683e-05
3.7879999999999905,3.780436480319362e-05
3.7889999999999904,3.768418779958916e-05
3.7899999999999903,3.757157092452567e-05
3.79099999999999,3.746650569415178e-05
3.79199999999999,3.73689836342012e-05
3.79299999999999,3.7278996279980136e-05
3.79399999999999,3.719653517635533e-05
