b,error
10.6,4.9680070443639574e-05
10.600999999999999,4.961138305465646e-05
10.601999999999999,4.954307944088476e-05
10.602999999999998,4.947515944391981e-05
10.603999999999997,4.940762290542402e-05
10.604999999999997,4.9340469667127006e-05
10.605999999999996,4.927369957082427e-05
10.606999999999996,4.9207312458378776e-05
10.607999999999995,4.914130817171977e-05
10.608999999999995,4.907568655284355e-05
10.609999999999994,4.9010447443812646e-05
10.610999999999994,4.894559068675656e-05
10.611999999999993,4.888111612387146e-05
10.612999999999992,4.881702359741945e-05
10.613999999999992,4.87533129497298e-05
10.614999999999991,4.868998402319799e-05
10.61599999999999,4.8627036660285966e-05
10.61699999999999,4.856447070352221e-05
10.61799999999999,4.85022859955012e-05
10.61899999999999,4.844048237888446e-05
10.619999999999989,4.8379059696399325e-05
10.620999999999988,4.8318017790839494e-05
10.621999999999987,4.825735650506513e-05
10.622999999999987,4.819707568200234e-05
10.623999999999986,4.813717516464365e-05
10.624999999999986,4.8077654796047625e-05
10.625999999999985,4.8018514419339455e-05
10.626999999999985,4.79597538777094e-05
10.627999999999984,4.790137301441471e-05
10.628999999999984,4.78433716727786e-05
10.629999999999983,4.778574969618958e-05
10.630999999999982,4.7728506928102794e-05
10.631999999999982,4.767164321203949e-05
10.632999999999981,4.761515839158615e-05
10.63399999999998,4.755905231039561e-05
10.63499999999998,4.7503324812186454e-05
10.63599999999998,4.7447975740743135e-05
10.63699999999998,4.739300493991574e-05
10.637999999999979,4.733841225362007e-05
10.638999999999978,4.72841975258382e-05
10.639999999999977,4.723036060061702e-05
10.640999999999977,4.717690132206983e-05
10.641999999999976,4.712381953437536e-05
10.642999999999976,4.707111508177762e-05
10.643999999999975,4.701878780858642e-05
10.644999999999975,4.6966837559177264e-05
10.645999999999974,4.691526417799104e-05
10.646999999999974,4.6864067509533666e-05
10.647999999999973,4.681324739837761e-05
10.648999999999972,4.676280368915936e-05
10.649999999999972,4.6712736226582014e-05
10.650999999999971,4.666304485541309e-05
10.65199999999997,4.661372942048591e-05
10.65299999999997,4.656478976669891e-05
10.65399999999997,4.6516225739016286e-05
10.65499999999997,4.6468037182466636e-05
10.655999999999969,4.642022394214402e-05
10.656999999999968,4.6372785863208014e-05
10.657999999999967,4.6325722790883e-05
10.658999999999967,4.62790345704585e-05
10.659999999999966,4.623272104728928e-05
10.660999999999966,4.618678206679468e-05
10.661999999999965,4.614121747445967e-05
10.662999999999965,4.60960271158337e-05
10.663999999999964,4.6051210836531424e-05
10.664999999999964,4.600676848223236e-05
10.665999999999963,4.596269989868088e-05
10.666999999999963,4.5919004931686046e-05
10.667999999999962,4.5875683427121905e-05
10.668999999999961,4.583273523092748e-05
10.66999999999996,4.579016018910618e-05
10.67099999999996,4.574795814772619e-05
10.67199999999996,4.570612895292053e-05
10.67299999999996,4.566467245088705e-05
10.673999999999959,4.562358848788793e-05
10.674999999999958,4.5582876910250006e-05
10.675999999999958,4.5542537564364664e-05
10.676999999999957,4.550257029668793e-05
10.677999999999956,4.546297495374025e-05
10.678999999999956,4.542375138210667e-05
10.679999999999955,4.538489942843649e-05
10.680999999999955,4.5346418939443726e-05
10.681999999999954,4.530830976190637e-05
10.682999999999954,4.527057174266711e-05
10.683999999999953,4.5233204728632856e-05
10.684999999999953,4.5196208566774514e-05
10.685999999999952,4.515958310412786e-05
10.686999999999951,4.51233281877924e-05
10.68799999999995,4.5087443664931945e-05
10.68899999999995,4.5051929382774495e-05
10.68999999999995,4.501678518861254e-05
10.69099999999995,4.4982010929801806e-05
10.691999999999949,4.494760645376305e-05
10.692999999999948,4.491357160798071e-05
10.693999999999948,4.487990624000292e-05
10.694999999999947,4.484661019744216e-05
10.695999999999946,4.4813683327974824e-05
10.696999999999946,4.4781125479341175e-05
10.697999999999945,4.474893649934536e-05
10.698999999999945,4.471711623585533e-05
10.699999999999944,4.468566453680297e-05
10.700999999999944,4.465458125018395e-05
10.701999999999943,4.4623866224058e-05
10.702999999999943,4.4593519306547754e-05
10.703999999999942,4.456354034584055e-05
10.704999999999941,4.453392919018644e-05
10.705999999999941,4.4504685687900156e-05
10.70699999999994,4.44758096873591e-05
10.70799999999994,4.4447301037004904e-05
10.70899999999994,4.4419159585342536e-05
10.709999999999939,4.439138518094036e-05
10.710999999999938,4.436397767243037e-05
10.711999999999938,4.433693690850827e-05
10.712999999999937,4.431026273793271e-05
10.713999999999936,4.428395500952603e-05
10.714999999999936,4.4258013572174026e-05
10.715999999999935,4.423243827482549e-05
10.716999999999935,4.420722896649276e-05
10.717999999999934,4.418238549625175e-05
10.718999999999934,4.415790771324104e-05
10.719999999999933,4.413379546666297e-05
10.720999999999933,4.411004860578256e-05
10.721999999999932,4.408666697992833e-05
10.722999999999931,4.406365043849207e-05
10.723999999999931,4.40409988309283e-05
10.72499999999993,4.401871200675483e-05
10.72599999999993,4.399678981555241e-05
10.72699999999993,4.3975232106964885e-05
10.727999999999929,4.3954038730699244e-05
10.728999999999928,4.393320953652489e-05
10.729999999999928,4.391274437427479e-05
10.730999999999927,4.389264309384442e-05
10.731999999999926,4.3872905545192294e-05
10.732999999999926,4.385353157833962e-05
10.733999999999925,4.383452104337031e-05
10.734999999999925,4.381587379043159e-05
10.735999999999924,4.3797589669732735e-05
10.736999999999924,4.377966853154621e-05
10.737999999999923,4.376211022620675e-05
10.738999999999923,4.374491460411241e-05
10.739999999999922,4.3728081515723295e-05
10.740999999999921,4.371161081156212e-05
10.741999999999921,4.369550234221441e-05
10.74299999999992,4.367975595832804e-05
10.74399999999992,4.366437151061364e-05
10.74499999999992,4.36493488498442e-05
10.745999999999919,4.363468782685469e-05
10.746999999999918,4.3620388292543476e-05
10.747999999999918,4.360645009787042e-05
10.748999999999917,4.3592873093857986e-05
10.749999999999917,4.3579657131591286e-05
