b,error
6.6,0.00010228781882628815
6.601,0.00010191083375517446
6.602,0.00010153544951129906
6.603000000000001,0.00010116166506227857
6.604000000000001,0.00010078947937641548
6.605000000000001,0.00010041889142269862
6.606000000000002,0.00010004990017080072
6.607000000000002,9.96825045910816e-05
6.608000000000002,9.931670365458265e-05
6.609000000000003,9.895249633303119e-05
6.610000000000003,9.858988159883694e-05
6.611000000000003,9.822885842509173e-05
6.612000000000004,9.78694257855709e-05
6.613000000000004,9.751158265473046e-05
6.614000000000004,9.715532800770763e-05
6.615000000000005,9.680066082032094e-05
6.616000000000005,9.644758006906813e-05
6.617000000000005,9.60960847311271e-05
6.618000000000006,9.574617378435461e-05
6.619000000000006,9.539784620728654e-05
6.620000000000006,9.505110097913615e-05
6.621000000000007,9.47059370797947e-05
6.622000000000007,9.436235348982979e-05
6.623000000000007,9.402034919048645e-05
6.624000000000008,9.367992316368518e-05
6.625000000000008,9.334107439202197e-05
6.626000000000008,9.30038018587684e-05
6.627000000000009,9.266810454786941e-05
6.628000000000009,9.233398144394495e-05
6.629000000000009,9.200143153228754e-05
6.63000000000001,9.167045379886351e-05
6.63100000000001,9.134104723031141e-05
6.63200000000001,9.101321081394095e-05
6.633000000000011,9.068694353773414e-05
6.634000000000011,9.036224439034336e-05
6.635000000000011,9.003911236109213e-05
6.636000000000012,8.971754643997276e-05
6.637000000000012,8.939754561764755e-05
6.638000000000012,8.907910888544789e-05
6.639000000000013,8.876223523537317e-05
6.640000000000013,8.844692366009086e-05
6.641000000000013,8.813317315293549e-05
6.642000000000014,8.782098270790906e-05
6.643000000000014,8.751035131967902e-05
6.644000000000014,8.720127798357974e-05
6.645000000000015,8.689376169560956e-05
6.646000000000015,8.658780145243339e-05
6.647000000000015,8.628339625137911e-05
6.648000000000016,8.598054509043865e-05
6.649000000000016,8.567924696826815e-05
6.650000000000016,8.537950088418547e-05
6.651000000000017,8.508130583817131e-05
6.652000000000017,8.47846608308686e-05
6.653000000000017,8.448956486358052e-05
6.654000000000018,8.419601693827231e-05
6.655000000000018,8.39040160575691e-05
6.656000000000018,8.361356122475498e-05
6.657000000000019,8.332465144377496e-05
6.658000000000019,8.303728571923183e-05
6.659000000000019,8.275146305638721e-05
6.66000000000002,8.24671824611599e-05
6.66100000000002,8.218444294012669e-05
6.66200000000002,8.190324350052141e-05
6.663000000000021,8.162358315023326e-05
6.664000000000021,8.13454608978084e-05
6.665000000000021,8.1068875752448e-05
6.666000000000022,8.07938267240077e-05
6.667000000000022,8.052031282299768e-05
6.668000000000022,8.02483330605829e-05
6.669000000000023,7.99778864485804e-05
6.670000000000023,7.970897199946089e-05
6.671000000000023,7.944158872634731e-05
6.672000000000024,7.917573564301463e-05
6.673000000000024,7.891141176388897e-05
6.674000000000024,7.864861610404786e-05
6.675000000000025,7.838734767921901e-05
6.676000000000025,7.81276055057799e-05
6.677000000000025,7.786938860075777e-05
6.678000000000026,7.761269598182881e-05
6.679000000000026,7.73575266673177e-05
6.680000000000026,7.710387967619709e-05
6.681000000000027,7.685175402808704e-05
6.682000000000027,7.66011487432549e-05
6.683000000000027,7.635206284261404e-05
6.684000000000028,7.610449534772471e-05
6.685000000000028,7.585844528079221e-05
6.686000000000028,7.56139116646671e-05
6.687000000000029,7.537089352284417e-05
6.688000000000029,7.512938987946295e-05
6.689000000000029,7.488939975930587e-05
6.69000000000003,7.465092218779925e-05
6.69100000000003,7.441395619101171e-05
6.69200000000003,7.417850079565408e-05
6.693000000000031,7.394455502907897e-05
6.694000000000031,7.371211791927989e-05
6.695000000000031,7.348118849489151e-05
6.696000000000032,7.325176578518854e-05
6.697000000000032,7.30238488200858e-05
6.698000000000032,7.279743663013686e-05
6.699000000000033,7.257252824653435e-05
6.700000000000033,7.234912270110941e-05
6.701000000000033,7.212721902633083e-05
6.702000000000034,7.190681625530468e-05
6.703000000000034,7.16879134217744e-05
6.704000000000034,7.14705095601194e-05
6.705000000000035,7.12546037053551e-05
6.706000000000035,7.104019489313245e-05
6.707000000000035,7.082728215973772e-05
6.708000000000036,7.061586454209079e-05
6.709000000000036,7.040594107774678e-05
6.710000000000036,7.019751080489349e-05
6.711000000000037,6.9990572762352e-05
6.712000000000037,6.978512598957635e-05
6.713000000000037,6.958116952665202e-05
6.714000000000038,6.937870241429699e-05
6.715000000000038,6.917772369386005e-05
6.716000000000038,6.897823240732036e-05
6.717000000000039,6.878022759728809e-05
6.718000000000039,6.858370830700227e-05
6.719000000000039,6.838867358033217e-05
6.72000000000004,6.819512246177502e-05
6.72100000000004,6.800305399645713e-05
6.72200000000004,6.781246723013239e-05
6.723000000000041,6.762336120918198e-05
6.724000000000041,6.743573498061427e-05
6.725000000000041,6.724958759206405e-05
6.726000000000042,6.706491809179193e-05
6.727000000000042,6.688172552868415e-05
6.728000000000042,6.670000895225243e-05
6.729000000000043,6.651976741263248e-05
6.730000000000043,6.634099996058466e-05
6.731000000000043,6.616370564749246e-05
6.732000000000044,6.598788352536306e-05
6.733000000000044,6.581353264682637e-05
6.734000000000044,6.564065206513419e-05
6.735000000000045,6.546924083416044e-05
6.736000000000045,6.529929800840021e-05
6.737000000000045,6.513082264296968e-05
6.738000000000046,6.496381379360521e-05
6.739000000000046,6.479827051666348e-05
6.740000000000046,6.463419186912018e-05
6.741000000000047,6.44715769085703e-05
6.742000000000047,6.431042469322747e-05
6.743000000000047,6.41507342819229e-05
6.744000000000048,6.39925047341065e-05
6.745000000000048,6.383573510984416e-05
6.746000000000048,6.368042446981941e-05
6.747000000000049,6.352657187533115e-05
6.748000000000049,6.337417638829519e-05
6.749000000000049,6.322323707124176e-05
6.75000000000005,6.307375298731635e-05
6.75100000000005,6.292572320027862e-05
6.75200000000005,6.277914677450271e-05
6.753000000000051,6.263402277497567e-05
6.754000000000051,6.249035026729792e-05
6.755000000000051,6.234812831768254e-05
6.756000000000052,6.220735599295451e-05
6.757000000000052,6.206803236055051e-05
6.758000000000052,6.193015648851847e-05
6.759000000000053,6.179372744551741e-05
6.760000000000053,6.165874430081597e-05
6.761000000000053,6.152520612429345e-05
6.762000000000054,6.139311198643782e-05
6.763000000000054,6.126246095834641e-05
6.764000000000054,6.113325211172509e-05
6.765000000000055,6.100548451888749e-05
6.766000000000055,6.0879157252755025e-05
6.767000000000055,6.0754269386856065e-05
6.768000000000056,6.0630819995325954e-05
6.769000000000056,6.050880815290583e-05
6.770000000000056,6.038823293494296e-05
6.771000000000057,6.026909341738993e-05
6.772000000000057,6.0151388676803945e-05
6.773000000000057,6.0035117790347e-05
6.774000000000058,5.992027983578454e-05
6.775000000000058,5.980687389148625e-05
6.776000000000058,5.969489903642412e-05
6.777000000000059,5.958435435017332e-05
6.778000000000059,5.947523891291108e-05
6.779000000000059,5.9367551805416135e-05
6.78000000000006,5.926129210906873e-05
6.78100000000006,5.915645890585005e-05
6.78200000000006,5.9053051278341116e-05
6.783000000000061,5.895106830972354e-05
6.784000000000061,5.8850509083778226e-05
6.785000000000061,5.875137268488483e-05
6.786000000000062,5.865365819802203e-05
6.787000000000062,5.8557364708766424e-05
6.788000000000062,5.846249130329228e-05
6.789000000000063,5.836903706837153e-05
6.790000000000063,5.827700109137251e-05
6.791000000000063,5.818638246026018e-05
6.792000000000064,5.809718026359501e-05
6.793000000000064,5.8009393590533544e-05
6.794000000000064,5.792302153082741e-05
