b,error
8.3,5.2821297518104725e-05
8.301,5.2767968259174416e-05
8.302,5.271542146294657e-05
8.302999999999999,5.266365671525211e-05
8.303999999999998,5.2612673602145434e-05
8.304999999999998,5.256247170990365e-05
8.305999999999997,5.251305062502588e-05
8.306999999999997,5.246440993423375e-05
8.307999999999996,5.241654922447199e-05
8.308999999999996,5.236946808290625e-05
8.309999999999995,5.2323166096925066e-05
8.310999999999995,5.227764285413833e-05
8.311999999999994,5.2232897942377975e-05
8.312999999999994,5.2188930949697365e-05
8.313999999999993,5.21457414643713e-05
8.314999999999992,5.210332907489596e-05
8.315999999999992,5.206169336998865e-05
8.316999999999991,5.20208339385878e-05
8.31799999999999,5.198075036985302e-05
8.31899999999999,5.194144225316389e-05
8.31999999999999,5.190290917812157e-05
8.320999999999989,5.186515073454706e-05
8.321999999999989,5.1828166512482004e-05
8.322999999999988,5.179195610218825e-05
8.323999999999987,5.175651909414783e-05
8.324999999999987,5.1721855079062584e-05
8.325999999999986,5.16879636478544e-05
8.326999999999986,5.165484439166453e-05
8.327999999999985,5.162249690185426e-05
8.328999999999985,5.1590920770003706e-05
8.329999999999984,5.156011558791297e-05
8.330999999999984,5.153008094760066e-05
8.331999999999983,5.150081644130523e-05
8.332999999999982,5.147232166148287e-05
8.333999999999982,5.144459620080975e-05
8.334999999999981,5.14176396521798e-05
8.33599999999998,5.139145160870586e-05
8.33699999999998,5.136603166371911e-05
8.33799999999998,5.1341379410768714e-05
8.338999999999979,5.131749444362224e-05
8.339999999999979,5.1294376356264974e-05
8.340999999999978,5.127202474290023e-05
8.341999999999977,5.1250439197948936e-05
8.342999999999977,5.12296193160496e-05
8.343999999999976,5.1209564692057976e-05
8.344999999999976,5.119027492104728e-05
8.345999999999975,5.117174959830822e-05
8.346999999999975,5.1153988319348124e-05
8.347999999999974,5.1136990679890986e-05
8.348999999999974,5.112075627587806e-05
8.349999999999973,5.110528470346726e-05
8.350999999999972,5.109057555903287e-05
8.351999999999972,5.107662843916528e-05
8.352999999999971,5.106344294067138e-05
8.35399999999997,5.10510186605741e-05
8.35499999999997,5.103935519611259e-05
8.35599999999997,5.102845214474147e-05
8.35699999999997,5.101830910413126e-05
8.357999999999969,5.100892567216821e-05
8.358999999999968,5.100030144695359e-05
8.359999999999967,5.099243602680455e-05
8.360999999999967,5.09853290102531e-05
8.361999999999966,5.0978979996046124e-05
8.362999999999966,5.0973388583145954e-05
8.363999999999965,5.096855437072942e-05
8.364999999999965,5.096447695818792e-05
8.365999999999964,5.096115594512756e-05
8.366999999999964,5.095859093136873e-05
8.367999999999963,5.0956781516946276e-05
8.368999999999962,5.0955727302108915e-05
8.369999999999962,5.095542788731981e-05
8.370999999999961,5.095588287325571e-05
8.37199999999996,5.09570918608069e-05
8.37299999999996,5.095905445107765e-05
8.37399999999996,5.0961770245385785e-05
8.37499999999996,5.096523884526213e-05
8.375999999999959,5.0969459852451175e-05
8.376999999999958,5.097443286891004e-05
8.377999999999957,5.098015749680898e-05
8.378999999999957,5.098663333853162e-05
8.379999999999956,5.0993859996673536e-05
8.380999999999956,5.1001837074043376e-05
8.381999999999955,5.101056417366186e-05
8.382999999999955,5.102004089876255e-05
8.383999999999954,5.103026685279075e-05
8.384999999999954,5.10412416394042e-05
8.385999999999953,5.1052964862472395e-05
8.386999999999952,5.106543612607628e-05
8.387999999999952,5.1078655034509375e-05
8.388999999999951,5.109262119227587e-05
8.38999999999995,5.110733420409197e-05
