b,error
5.3,5.7162992272840364e-05
5.301,5.706118271387755e-05
5.3020000000000005,5.6962279223569716e-05
5.303000000000001,5.686627942424276e-05
5.304000000000001,5.6773180940191764e-05
5.3050000000000015,5.66829813976792e-05
5.306000000000002,5.6595678424933605e-05
5.307000000000002,5.6511269652147035e-05
5.3080000000000025,5.642975271147315e-05
5.309000000000003,5.63511252370264e-05
5.310000000000003,5.6275384864879555e-05
5.3110000000000035,5.6202529233061056e-05
5.312000000000004,5.6132555981554975e-05
5.313000000000004,5.606546275229739e-05
5.3140000000000045,5.600124718917589e-05
5.315000000000005,5.593990693802666e-05
5.316000000000005,5.5881439646633656e-05
5.3170000000000055,5.582584296472608e-05
5.318000000000006,5.577311454397709e-05
5.319000000000006,5.572325203800109e-05
5.3200000000000065,5.567625310235333e-05
5.321000000000007,5.5632115394526676e-05
5.322000000000007,5.559083657395035e-05
5.3230000000000075,5.5552414301988725e-05
5.324000000000008,5.5516846241938233e-05
5.325000000000008,5.5484130059026767e-05
5.3260000000000085,5.5454263420411245e-05
5.327000000000009,5.542724399517569e-05
5.328000000000009,5.5403069454330014e-05
5.3290000000000095,5.5381737470808003e-05
5.33000000000001,5.536324571946484e-05
5.33100000000001,5.534759187707626e-05
5.3320000000000105,5.5334773622336327e-05
5.333000000000011,5.5324788635855216e-05
5.334000000000011,5.5317634600158906e-05
5.3350000000000115,5.53133091996851e-05
5.336000000000012,5.531181012078363e-05
5.337000000000012,5.531313505171323e-05
5.3380000000000125,5.531728168264047e-05
5.339000000000013,5.532424770563805e-05
5.340000000000013,5.533403081468188e-05
5.3410000000000135,5.5346628705651045e-05
5.342000000000014,5.5362039076324787e-05
5.343000000000014,5.538025962638089e-05
5.3440000000000145,5.5401288057394656e-05
5.345000000000015,5.542512207283582e-05
5.346000000000015,5.545175937806817e-05
5.3470000000000155,5.5481197680346755e-05
5.348000000000016,5.551343468881686e-05
5.349000000000016,5.5548468114511954e-05
5.3500000000000165,5.558629567035119e-05
5.351000000000017,5.5626915071139114e-05
5.352000000000017,5.567032403356278e-05
5.3530000000000175,5.571652027619019e-05
5.354000000000018,5.576550151946934e-05
5.355000000000018,5.5817265485724846e-05
5.3560000000000185,5.5871809899158054e-05
5.357000000000019,5.592913248584418e-05
5.358000000000019,5.598923097373013e-05
5.3590000000000195,5.605210309263462e-05
5.36000000000002,5.6117746574244e-05
5.36100000000002,5.618615915211287e-05
5.3620000000000205,5.6257338561659956e-05
5.363000000000021,5.633128254016934e-05
5.364000000000021,5.6407988826785316e-05
5.3650000000000215,5.648745516251337e-05
